course_name,course_description
9,['算法训练营（第二期）'],['\n\t\n\t\t你是否渴望进入国内外IT名企，却屡屡在算法类面试中折戟，苦恼不知如何破解困境？\n\t\n\t\n\t\t\n\t\n\t\n\t\t你是否因为算法能力不足而错过无数次的升职加薪，困扰不知如何突破瓶颈？\n\t\n\t\n\t\t\n\t\n\t\n\t\t你是否梦想在各类程序设计竞技场大放异彩，却因为缺乏名师指导而不得要领，学习止步不前，梦想不能如愿？\n\t\n\t\n\t\t\n\t\n\t\n\t\t你是否憧憬着神奇的算法世界，渴望感悟算法之美，却难以寻觅一套理想的学习宝典？\n\t\n\t\n\t\t\n\t\n\t\n\t\t——\xa0 别怕，“清华邓俊辉算法训练营”最懂你！\xa0 ——\n\t\n\t\n\t\t课程简介<br/>\n\t\n\t\n\t\t“算法训练营（第二期）”是由学堂在线&知乎大学强强联手，邀请清华大学计算机系邓俊辉教授及其教学团队共同研发的、针对算法学习而设计的课程。\n\t\n\t\n\t\t课程面向所有对于算法感兴趣、需要学习和提升算法能力的学习者，包括但不限于IT从业者/大学生/中小学生。\n\t\n\t\n\t\t致力于通过专业的课程设计和科学的学习管理，解决算法学习中的各类问题，最大化地保证学习者的学习效果，并为优秀学员提供权威认证。\n\t\n\t\n\t\t授课团队\n\t\n\t\n\t\t\n\t\n\t\n\t\t主讲教师\n\t\n\t\n\t\t邓俊辉\xa0清华大学\xa0计算机系\xa0教授\n\t\n\t\n\t\t清华大学博士，学生尊称其为“邓公”，清华大学教学领域最高荣誉「新百年教学成就奖」首届获得者，曾获清华大学“清韵烛光•我最喜爱的教师”称号，多次被评为 “毕业生心目中的好教师”。\n\t\n\t\n\t\t教学名师，主讲数据结构、算法类课程20余年，编著的精品教材《数据结构（C++语言版）》在教学界享有盛誉。\n\t\n\t\n\t\t国内首批慕课教师之一，曾荣获“清华慕课教师突出贡献奖”，其《数据结构》慕课于2015年入选“全球MOOC排行榜Top 50”。其开设的算法类慕课已有来自全世界\xa0160\xa0多个国家 / 地区的30W学员选修。\n\t\n\t\n\t\t\n\t\n\t\n\t\t辅导教师团队\n\t\n\t\n\t\t王逸松\xa0清华大学\xa0计算机系\n\t\n\t\n\t\t全国青少年信息学奥林匹克竞赛（NOI）金牌，国家集训队，“虹软杯” 中国大学生程序设计竞赛 (杭州赛区)金奖，ACM-ICPC亚洲区域赛金奖，“蓝桥杯”程序设计大赛全国一等奖。命题经验丰富，多次参与国家级重点赛事的命题工作。\n\t\n\t\n\t\t王聿中 清华大学 计算机系\n\t\n\t\n\t\t全国青少年信息学奥林匹克竞赛（NOI）金牌，国家集训队，ACM-ICPC2017 EC\xa0Final金奖（第3名），CCPC2017区域赛哈尔滨赛区冠军，ACM-ICPC2017亚洲区域赛西安赛区冠军，codechef SnackDown2017决赛第16名。清华大学算法协会赛务部副主席，清华Code+月赛命题组组长。“算法训练营（第一期）”习题课主讲。\n\t\n\t\n\t\t徐良钦\xa0清华大学\xa0计算机系\n\t\n\t\n\t\t全国青少年信息学奥林匹克竞赛（NOI）银牌第一名，连续三年NOIP提高组一等奖，擅长算法并精通多种计算机语言。现为清华大学算法协会平台部成员，曾参与OJ的搭建。“算法训练营（第一期）”习题课主讲。\n\t\n\t\n\t\t学习模式\n\t\n\t\n\t\t混合式双师教学\n\t\n\t\n\t\t清华名师邓俊辉教授主讲，ACM/NOI金牌辅导教师解题指导，直播互动授课+个性化录播巩固复习；\n\t\n\t\n\t\t\n\t\n\t\n\t\t针对性实战演练\n\t\n\t\n\t\t针对课程内容的精编习题，测例丰富而经典，基于刻意练习的大量解题训练，让你不断走出舒适区，突破自我；\n\t\n\t\n\t\t大数据分析反馈\n\t\n\t\n\t\tOnline Judge即时反馈，大数据学情分析，教师针对性批改和评讲，帮你及时清除盲点；\n\t\n\t\n\t\t\n\t\n\t\n\t\t班主任导学督学\n\t\n\t\n\t\t班主任/助教全程导学督学，不断鞭策你学习、练习和复习，帮你对抗拖延、战胜低效；\n\t\n\t\n\t\t\n\t\n\t\n\t\t全天候答疑讨论\n\t\n\t\n\t\t班级/讨论区24h互动交流，教师/助教及时答疑解惑，学霸分享学习心得，和志同道合的小伙伴一起学习进步，打怪升级；\n\t\n\t\n\t\t\n\t\n\t\n\t\t周期性班会总结\n\t\n\t\n\t\t组织复盘活动，温故知新，带领大家及时复习和反思，不错过任何一次进步的机会；\n\t\n\t\n\t\t\n\t\n\t\n\t\t\n\t\n\n\t\n\t\t报名须知\n\t\n\t\n\t\t课程全程采用“科学训练营”的授课模式，历时5周，开课时间为2018年7月30日。另外，课程对于学习者有一定要求，如下所述，请大家务必仔细阅读。\n\t\n\t\n\t\t1\n\t\n\t\n\t\t至少熟练使用一门计算机语言，若能掌握基本的数据结构更佳；\n\t\n\t\n\t\t2\n\t\n\t\n\t\t可以合理安排时间上课，尽量保证全勤并完成课后练习；\n\t\n\t\n\t\t3\n\t\n\t\n\t\t学习过程中积极交流讨论并参与答疑互动，主动记录学习体验，提出课程建议；\n\t\n\t\n\t\t\n\t\n\t\n\t\t你将获得\n\t\n\t\n\t\t1\n\t\n\t\n\t\t完成课程学习并通过考核可获得专业权威的结业证书；\n\t\n\t\n\t\t2\n\t\n\t\n\t\t优秀学员将获得IT名企就业/实习推荐服务，更有机会获得免笔试绿色通道；\n\t\n\t\n\t\t3\n\t\n\t\n\t\t优秀学员将获得高额奖学金，最高可减免学费；\n\t\n\t\n\t\t\n\t\n\t\n\t\t额外福利\n\t\n\t\n\t\t抢先报名学员可获得邓老师亲笔签名教材《数据结构》（第3版），数量有限，先到先得；\n\t\n\t\n\t\t开课前抽取部分幸运学员，赠送邓老师签名教材《数据结构》（第3版）；\n\t\n\n\t\n\t\t常见问题\n\t\n\t\n\t\t1\n\t\n\t\n\t\t如何报名本次“算法训练营”？\n\t\n\t\n\t\t直接在本页面付费报名即可，报名成功后将收到提示。（若非本人使用，可点击“送好友”按钮购买赠送）\n\t\n\t\n\t\t2\n\t\n\t\n\t\t课程是直播还是录播？\n\t\n\t\n\t\t课程采用直播授课，如果错过直播，可以观看录播视频，建议尽量跟随课程进度安排学习。\n\t\n\t\n\t\t3\n\t\n\t\n\t\t如何参与学习？作业如何提交？\n\t\n\t\n\t\t报名成功后，务必关注“学堂精品课”公众号并添加学堂MM（xuetangx1）申请加入班级群，在班级中跟随授课进度学习。作业提交要求和考核标准可参考当期“算法训练营”的教学要求。\n\t\n\t\n\t\t4\n\t\n\t\n\t\t课程购买后还能退课吗？\n\t\n\t\n\t\t购买之日3天内可无条件退款，但从开课前3天开始不再受理退款申请，请思虑周全后购买。\n\t\n\t\n\t\t5\n\t\n\t\n\t\t对于“算法训练营”有疑惑，如何咨询？\n\t\n\t\n\t\t热线：010-82152562（陈老师）\n\t\n\t\n\t\t微信号：xuetangx1（学堂MM）\n\t\n\t\n\t\t邮箱：chenjian@xuetangx.com\n\t\n']
0,['财务会计基础篇（2018秋）'],['会计是商业的语言，是公司与投资人之沟通工具。公司传达其经营绩效给公司外部人士，并评估员工利用会计资讯的绩效。因此，学习会计语言对任何需运用财务资讯做决策的资讯使用者而言，有其必要性。\n\n本课程透过深入浅出的方式，带领学生瞭解之财务会计基础知识，以及公司之经济活动，例如：营业活动，企业投资及融资交易，以及其在三大主要财务报表（即损益表，资产负债表和现金流量表）之呈现方式与表达意涵。\n\n本课程特别适合即将踏入企业财务资讯领域之学生，以及企业财务资讯潜在使用者（如投资大众、债权人、公司员工、供应商，客户等利害关係人。']
1,['毛泽东思想和中国特色社会主义理论体系概论'],['本课程是普通高等院校学生必修的一门马克思主义政治理论课，是高校政治理论课程中的核心课程。这门课的基本内容是全面论述毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观和习近平新时代中国特色社会主义思想的科学涵义、形成发展过程、科学体系、历史地位、指导意义、基本观点及中国特色社会主义建设的路线方针政策等。使大学生通过学习掌握马克思主义中国化的历史进程和理论成果，了解党的路线、方针和政策，树立正确的世界观、人生观和价值观；使大学生确立中国特色社会主义的共同理想和信念，增强政治意识、大局意识、核心意识和看齐意识，树立中国特色社会主义道路自信、理论自信、制度自信、文化自信；使大学生牢固树立和自觉践行五大发展理念，能自觉运用马克思主义的立场、观点和方法，提高分析解决现实问题的能力。']
2,['呼吸系统疾病'],['\xa0 \xa0 \xa0 \xa0肺为娇脏，清虚而娇嫩，吸之则满，呼之则虚，为脏腑之华盖，百脉之所会。呼吸系统疾病的历史和人类的历史一样久远。无论在医学尚不发达、传染病肆虐的过去，还是在大气污染、吸烟、人口老龄化的今天，呼吸系统疾病始终都是多发病、常见病，严重危害人们的身体健康。《呼吸系统疾病》是内科学中重要组成部分。现在呼吸病学的范畴不仅包括呼吸系统各种疾病的诊断、治疗和预防，更包括了流行病学、病因学、发病学、康复学、社会心理学等；所承担的任务不仅是直接救治呼吸系统疾病患者，更承担着呼吸道传染性疾病防控与治疗、公众戒烟控烟的宣传教育、慢性呼吸道疾病的健康管理等社会责任。\r\n\xa0 \xa0 \xa0 \xa0本课程不仅知识内容丰富，还借助于大量的图片、真实的病例、直观的视频、动画，真实的音频，讲者深入浅出，多样有趣。从流行病学特点、病因、发病机制、临床表现、辅助检查、诊断、鉴别诊断及治疗等方面，全面系统地讲解了呼吸系统常见疾病。课程不仅重视知识点的讲解分析，在诊断、鉴别诊断的过程中注重医学逻辑思维的建立，特别注重医学人文的培养，普及预防及保健康复知识。\r\n\xa0 \xa0 \xa0 \xa0如果你想要知道呼吸系统常见疾病的特点和诊治规范是什么？\r\n\xa0 \xa0 \xa0 \xa0如果你想要知道吸烟会有哪些危害，如何才能成功戒烟？\r\n\xa0 \xa0 \xa0 \xa0如果你想要成为一名优秀的呼吸科医生？\r\n\xa0 \xa0 \xa0 \xa0请和我一起走进呼吸系统疾病的课堂吧。']
3,['Cities and the Challenge of Sustainable Development'],"[""According to the United Nations, urbanization and population growth could result in an increase of 2.5 billion people into urban populations by 2050, with associated impacts ranging from increased transportation needs to more building. How do we make cities sustainable to support this growth?\r\n\r\nIn this mini-series, learn the challenges of local governments to adapt to new technologies, energy systems, modes of transportation and more in order to build the sustainable cities of the 21st century.\r\n\r\nThis mini-series is a companion piece to the SDG Academy's full-length Sustainable Cities course.""]"
4,['服装CAD应用'],['《服装CAD应用》带您掌握服装CAD的基本概念，了解服装CAD的系统配置和当前国内外服装CAD的开发应用状况。通过操作实践，掌握典型二维服装CAD软件和三维服装CAD软件的主要功能与应用。']
5,['5G与人工智能'],['《5G与人工智能》是面向所有本科生的公共选修课，想了解未来的工作、对新技术的出现与发展有兴趣的同学，特别将来有意从事5G、人工智能或者相关领域相关工作的文科、理工科的学生都可以听。学生不仅能了解当今热门的科学技术需要的基础、5G和人工智能的基本知识，还能了解对于未来现在要做什么准备。课程优势在于与国家战略结合紧、视角新、通俗易懂又有部分深入引导，所有专业学生都能听懂，紧扣当今科技经济发展趋势，极大提高学生的兴趣和动力。']
6,['预防医学导论'],"['\n\t预防医学是在人类与疾病长期作斗争的过程中诞生和发展起来，是一门有关如何预防疾病发生的学问，是医学的一门应用学科,它以个体和确定的群体为对象，目的是保护、促进和维护健康，预防疾病、失能和早逝。预防医学的研究重点是影响健康的因素与人群健康的关系，采取的对策更具积极的预防作用和更大的效益，其研究方法注重微观和宏观相结合、多学科技术和方法的综合应用。\n\n\n\t\xa0\n\n\n\t这门课程会讲什么？\n\n\n\t1.\xa0公共卫生与预防医学的关系，预防医学的发展历史和现状，预防医学发展的规律。\n\n\n\t2.\xa0学习预防医学导论的意义。\n\n\n\t3. 预防医学的定义和研究内容。\n\n\n\t4.\xa0预防医学各门课程（流行病学、卫生统计学、环境卫生学、职业卫生与职业医学、营养与食品卫生学、儿童少年卫生学、卫生毒理学、卫生化学、社会医学）的研究内容和研究方法。\n\n\n\t\xa0\n\n\n\t这门课程由谁来讲？\n\n\n\t授课团队由天津医科大学公共卫生学院资深教授和骨干教师组成。\n\n\n\t\xa0\n\n\n\t希望学生获得什么？\n\n\n\t1.通过学习树立正确的健康观和预防为主的观念。\n\n\n\t2.对预防医学及其相关学科的定义和作用有更准确的认识。\n\n\n\t3.引起不同专业医学生对公共卫生和预防医学的关注。\n\n\n\t4.成绩达标，获得学校和平台颁发的证书。\n\n\n\t\xa0\n\n\n\t适合什么学生学习？\n\n\n\t医学专业本科生（预防医学及非预防医学专业）。\n\n\n\t学习前需要预备哪些知识？\n\n\n\t学生已经学习基础医学的相关内容。\n']"
7,['催化剂设计与制备'],['\r\n\t\r\n\r\n\r\n\t\xa0 \xa0 \xa0《催化剂设计与制备》是为研究生开设的主干课，主要面向石油化工、煤化工、环境化工、物理化学以及应用化学方向的研究生。目前，全球化工产品的生产，80%以上的化学反应过程都需要催化剂。学习和掌握催化剂的设计和制备方面的知识，能够为研究生日后进入化工行业从事相关的技术性工作提供知识储备和技术指导，也能为从事催化相关（能源化工、有机化工和环境保护）基础研究的研究生提供理论和技术指导。\r\n\r\n\r\n\r\n\t\xa0 \xa0 \xa0主要内容包括：催化剂设计的原则、催化剂制备方法（沉淀法、溶胶凝胶法、浸渍法、溶剂热（水热）法、熔融法、涂层法、微乳法等）、催化剂的成型方法。\r\n\r\n\r\n\t\r\n\t\t\xa0 \xa0 \xa0通过本课程系统学习，要求学生全面掌握催化剂设计和制备的基本原则和方法。\r\n\t\r\n\t\r\n\t\t1.\xa0\xa0\xa0 认识和掌握固体催化剂设计的基本思路和方法。\r\n\t\r\n\t\r\n\t\t2.\xa0\xa0\xa0 掌握固体催化剂制备的方法和基本原理。\r\n\t\r\n\t\r\n\t\t3.\xa0\xa0\xa0 掌握氧化物催化剂、负载型催化剂、分子筛催化剂等常用工业催化剂的设计与制备方法。\r\n\t\r\n\t\r\n\t\t4.\xa0\xa0\xa0 掌握通过分析催化反应的基本原理进而设计和制备催化剂的方法。\r\n\t\r\n\r\n\r\n\t\r\n']
8,['现代设计方法'],['本课程系统地阐述了现代设计方法的理论基础、基本方法、关键技术和应用领域，包括有限元法思想、创新设计思维法则、发明问题解决原理（TRIZ）、技术系统分析、工业设计、绿色设计、人机工程学以及优化设计等现代理论与方法分支学科中的重要内容。着重介绍一下基本概念、实施方法和关键技术，并对每一篇章都进行了系统的归纳。在介绍实施方法时，突出思路和方法的多样性，以开阔学生思路，培养学生分析问题和解决问题的能力，并初步掌握某些现代设计方法在机械工程或其他领域的应用。']
9,['低频电子线路'],['低频电子线路课程是我校的一门传统的优质课程，2004年被评为“省级精品课程”，2016年获得首批“省级精品资源共享课”称号。2018年获批为“省级精品在线课程”。课程团队秉承一贯重视教学内容与方法的研究与改革的传统，重视学生工程实践能力培养，持续更新教学内容，以工程实践推动教学优势。教学视频制作精良，运用了大量动画生动展现讲解过程，以提升教学的直观效果。课程以“放大”为核心，主要讲授电子元器件、基本放大电路、反馈放大电路、集成运放及其应用电路。教学中将突出基本概念与基本分析方法， 理论联系实际，注意应用背景，努力增强学生解决复杂工程问题的能力。']
0,['Web安全实践'],['随着Web应用的飞速发展，Web安全也越来越重要。《Web安全实践》课程面向零基础学生，从网站搭建的基础知识开始，覆盖了CSS历史攻击、CSRF、XSS、点击劫持、SQL注入、基于算法复杂度的DoS攻击以及基于机器学习的恶意URL识别。通过将所讲述的攻击在课程网站上实现，学生可以检查自己对攻击的理解ginger锻炼自己的编程能力。通过本课程的学习，学生能够深入理解Web应用的工作过程和原理，掌握常见的Web攻击的防御方法，从而为开发安全的Web应用打下坚实的基础。']
1,['儿科护理学'],['本课程由一支优秀的教师团队开展教学，理论讲解和实践操作融合。通过课程学习，学生可以较全面、系统地理解和掌握儿童身心方面的保健、营养、生长发育及疾病防治和护理的基本知识和基本技能。']
2,['西方现代艺术赏析'],['《西方现代艺术赏析》是面向本科生开设的一门艺术类通识课程。本课程注重从美学及文化学的视角研究西方现代艺术，课程内容共分十章五十八个知识点，按照西方现代艺术发生发展顺序，通过对十九世纪末期到二十世纪中后期的诸多西方现代艺术流派、艺术大师以及经典艺术作品的解读与分析，展现西方现代艺术发展的独特魅力。提升大学生的审美素质和创新能力。']
3,['The Best Start in Life: Early Childhood Development for Sustainable Development'],"['What does a successful early childhood care program look like? How has a child’s brain developed at the age of 3? How does nutrition impact the future well-being of a child into adulthood?\xa0\r\n\r\nLearn the answers to these questions and more in ""The Best Start in Life: Early Childhood Development for Sustainable Development"". With leading experts in the field – hailing from Harvard University, New York University and UNICEF, among other institutions – we’ll explore how neuroscience, sociology, anthropology and other studies have influenced our understanding of early childhood development.']"
4,['Planetary Boundaries'],"['A thriving global society relies on the stability of the Earth and its resilience across oceans, forests, waterways, biodiversity, the atmosphere and more. So how do we shape sustainability at a global scale? The boundaries set by the planet’s natural resources, the resilience of those resources, and the human activities that impact sustainability all come into play.\n\nIn this massive open online course, see the rapidly evolving trends in global environmental change and the responses aimed at slowing or eliminating these changes. Get an overview of what is seen by some scientists as our current geological epoch – the Anthropocene, or an age of global change driven most significantly by humans. Learn how unsustainable patterns of production, consumption and population growth have challenge planetary resilience, all in support of human activity – and how our societies can develop in a just and safe way within the planet’s boundaries.']"
5,['马克思主义基本原理（1）'],['\r\n\t本课程旨在帮助学生从整体上把握马克思主义基本理论，从而把握人类社会发展的基本规律，以树立正确的世界观、人生观和价值观。教学内容主要有：物质世界及其发展规律；认识世界和改造世界的规律；人类社会及其发展规律。\r\n']
6,['植物造景'],['\n\t该课程利用混合式教学，线上学生自主学习，线下师生深入互动的模式，这是教学模式的新变革。\n杨凌职业技术学院的教学团队期待与您一起分享一段愉快的学习时间，希望您能掌握这门技术，并借此技能获得进入职场的入门证。\n本课程分3大项目6个模块40个任务。\n\n\n\t\n\t\t项目一：了解植物造景 \xa0分为两个模块，植物造景之美和植物造景的风格。\n\t\n\t\n\t\t\xa0 \xa0 \xa0 模块一：植物造景之美 \xa0任务有八个，了解植物造景的概念；园林植物的生态特性、美学特性；植物造景之生态美、意境美、空间美、动态季相美、艺术美。\n\t\n\t\n\t\t\xa0 \xa0 \xa0 模块二：植物造景的风格 \xa0任务有三个，植物造景之中式风格、欧式风格、日式风格。\n\t\n\t\n\t\t项目二：植物造景的方法，两个模块，各类植物的造景方法和植物与其他造园要素的配置方法。\n\t\n\t\n\t\t\xa0 \xa0 \xa0 模块三：各类植物的造景方法 \xa0有七个任务，孤植和丛植、对植列植和篱植、群植和林植等；花坛设计与花坛设计案例分析；花境设计与花境设计案例分析。\n\t\n\t\n\t\t\xa0 \xa0 \xa0 模块四：植物与其他造园要素的配置 \xa0有八个任务。园路的植物配置；不同风格建筑的植物配置；建筑小品单体的植物配置；建筑细部的植物配置；山石的植物配置；地形的植物配置；不同水体类型的植物配置；水生植物类型。\n\t\n\t\n\t\t项目三：植物造景设计实践 \xa0分为两个模块常见绿地类型植物景观设计，植物造景领域的新材料与新技术。\n\t\n\t\n\t\t\xa0 \xa0 \xa0 模块五：常见绿地类型景观设计 \xa0有12个任务。园林植物景观设计的基本程序；园林种植设计图纸绘制；公园植物景观设计；公园植物景观设计案例分析；道路植物景观设计；道路植物景观设计案例分析；居住区植物景观设计；居住区植物景观设计案例分析；广场植物景观设计；广场植物景观设计案例分析；校园绿地植物景观设计；校园绿地植物景观设计案例分析。\n\t\n\t\n\t\t\xa0 \xa0 \xa0 模块六：新技术新材料的应用 \xa0任务有3个。屋顶花园；墙面绿化；绿雕。\n\t\n\n\n\t\n']
7,['大学生心理成长之路'],['课程旨在使学生明确心理健康的标准，增强自我心理保健意识和心理危机预防意识，掌握并应用心理健康知识，切实提高心理素质，促进学生全面发展。']
8,['材料现代研究方法'],['本课程是材料学专业的重要课程，主要包括材料研究中最常用的材料X射线衍射分析和材料电子显微分析两大部分。本课程具有难度大、学生理解困难的特点，是材料学专业中最为抽象的课程。本课程采用多种教学方式，特别是在课件和讲解上下功夫，采用平面、立体图形及动画形式结合，使教学内容生动，易于理解。对材料研究中所涉及的具体实例讲解分析测试方法，并力求简明、实用。通过多年来的教学效果来看，得到学校教学督导、学生的好评，被评为东北大学的精品课程，2018年东北大学材料学院优秀教学课程。本课程的讲授教师在x射线衍射、电子衍射分析及材料的微观组织分析方面有着多年的实践经验，所以对课程内容可以做到全面把握，深入浅出的进行教学。']
9,['Transforming Our World'],"['In this course, learn all about the 17 Sustainable Development Goals (SDGs).\n\nIn September 2015, the world’s leaders signed on to this new agenda, answering the call for a global vision of important social, economic and environmental needs to support the planet and its people in long-term prosperity and survival. The goals include a set of key areas of focus, as well as detailed targets to put our planet on track for this continuing sustainability through 2030 and beyond.\n\nSustainable development is not just a problem for future generations. It is a shared global responsibility now and forevermore to be thoughtful stewards of our entire world – from developed countries to developing countries, from high-level policymakers to individuals.\xa0']"
0,['工程制图解读 '],['\n\t\xa0 \xa0 \xa0 《工程制图解读》将以新视角解读工程制图，漫步其中将会揭示图学的奥秘和玄机。课程以知识点为节点，以问题为导向，由浅入深探究解决问题的思路与方法；课程以实例贯通理论，打通形象思维与抽象表达的壁垒，梳理空间构形与平面投影的脉络，解读平面图形和立体呈现的拧点，严谨、规范、准确。\n\n\n\t\xa0 \xa0 \xa0 \xa0本课程包括以下内容：\n\n\n\t一、制图基本知识：1.绪言；2.制图国家标准；3.平面图形分析与尺寸标注。\n\n\n\t二、基本几何体：1.基本几何体的建立；2.平面立体的投影；3.回转体、广义柱体的投影；4.基本几何体的尺寸标注；5.投影分析；6.直线上的点的投影作图；7.平面立体面内做点、线；8.回转面内做点、线；9.平面立体投影的综合举例。\n\n\n\t三、组合体：1.组合体构形分析；2.组合体上相邻表面间关系分析；3.组合体三视图的画法；4.组合体尺寸的标注方法；5.组合体尺寸标注问题解析；6.平面与圆柱面相交截交线投影作图；7.平面与圆锥面、球面相交截交线投影作图；8.截交线投影作图综合举例；9.两圆柱面相交相贯线投影作图；10.圆锥面与圆柱面、圆锥面与球面相交相贯线投影的作图；11.多回转面相交相贯线投影作图综合举例；12.读图—基本方法；13.读图—形体分析法；14.读图—线面分析法；15.读图—综合举例。\n\n\n\t四、图样表示法：1.视图表示方法介绍；2.剖视图-全剖视图；3.剖视图-半剖视图；4.全剖、半剖视图表示方法举例；5.剖视图-局部剖视图；6.剖视图表示方法综合举例；7.不同剖切面剖切方法介绍；8.断面图；9.规定画法和简化画法、第三角投影法简介。\n\n\n\t五、零件图：1.零件常见结构工艺；2.零件图-视图选择；3.零件图-尺寸标注；4.零件常见结构—螺纹基本概念；5.螺纹规定画法与标注；6.零件表面结构表示法；7.零件图读图。\n\n\n\t六、装配图：1.装配体及装配形式简介；2.装配中螺纹连接的表示法；3.装配中常用零件的表示法；4.尺寸公差和几何公差；5.装配图中的视图及其画法；6.装配图中的尺寸及序号；7.读装配图；8.由装配图拆画零件图。\n\n\n\t\n\n\n\n\t\n\n\n\t\n\n\n\n\t\n\n\n\t\n']
1,['病理生理学'],['病理生理学的任务是研究疾病发生的原因和条件，研究整个疾病过程中的患病机体的机能、代谢的动态变化及其发生机理，从而揭示疾病发生、发展和转归的规律，阐明疾病的本质，为疾病的防治提供理论基础。\r\n病理生理学的内容可以分成三个部分，即疾病概论、基本病理过程以及各系统病理生理学。疾病概论所包含的内容是关于各种疾病的普遍规律性问题，如疾病发生的原因和条件，疾病时稳态(homeostasis）调节的紊乱及其规律，疾病的转归等。\r\n病理生理学是认识疾病和防治疾病的理论基础，是基础医学与临床医学间的桥梁。']
2,['对外汉语教学概论'],['\n\t\xa0 \xa0 本课程是全日制本科“汉语国际教育”专业的核心课程，主要讲授汉语传播历史、对外汉语教学学科相关理论知识、二语习得理论、偏误分析、课堂教学相关理论、语音课教学、词汇课教学、语法课教学、综合课教学等相关理论体系和教学方法，学生通过学习本门课程，不仅能获得学科专业理论知识，掌握教学法的基本技能，而且还对进行专业实践以及将来从事对外汉语教学打下必不可少的专业基础。 \n\n\n\t\xa0 \xa0 同时本课程也是国家外派孔院教师、公派教师选拔考试，《国际汉语教师证书》考试，“汉语国际教育”专业硕士考试等的必考内容，也是其他非专业人士从业的必学科目。\n\n\n\t\xa0 \xa0 课程由从业二十多年的专业教师讲授，课程理论与实践相结合，案例详实，实用性强，深入浅出。\n']
3,['清华大学计算机科学与技术系六十周年系庆学术报告（一）理论'],['\n\t六十周年系庆学术报告是清华大学计算机系建系六十周年的庆祝活动之一。组织这一系列学术报告的目的是：通过邀请国内外学术界与产业界知名的学者、专家做专题演讲，介绍国际前沿研究及产业发展动向，分享他们的战略思考与成果，实现在交流中找到差距，明确方向，从而促进清华大学计算机学科进一步向前发展。\n\n\n\t六十周年系庆学术报告是一场学术盛宴。首先，报告的演讲者都是各个领域的大专家。他们中不乏图灵奖得主，中国以及外国国家科学院、工程院院士，国内著名IT公司的领军人物，国际国内有影响的教授和专家。第二，报告涉及了诸多的前沿领域，如量子计算、星际互联网、网络空间安全、人工智能、大数据、虚拟现实、云计算、分布与并行处理、自然语言处理、区块链、海量多媒体检索、无人飞行器等诸多领域，以及工业界在产品研发方面的成果与思考。第三，演讲的内容多样化，有的是某一领域很有见地的综述和评论，有的是实际问题提升得到的重大基础研究成果的升华，有的是顶级国际会议最佳论文从问题发现到方法突破的重现，如此等等。听取这样的学术演讲无疑是一种享受，它使清华的师生，乃至那些专程从外面赶来参加系庆学术报告的听众都受益匪浅。\n\n\n\t本课程收录了其中23场精彩学术报告，分为理论、系统、人工智能以及大数据四个系列。在此，我们衷心地感谢为系庆学术报告专程来访的各位特邀专家！感谢他们同意将精彩演讲通过公开课的形式分享给更多的观众！\n']
4,['商业逻辑12讲'],['“商业逻辑12讲”以企业运营实战和MBA课程为基础，以第一性原理来解读商业的逻辑和内在规律，加速职场人员掌握系统的理论体系和管理语言，培养科学的管理思维，形成高效的团队合作，提升卓越的领导力和战略执行能力。']
5,['Climate Change Science and Negotiations'],"['The time to address climate change is now. The mean surface temperature of the Earth has risen dangerously and spurred devastating impacts – and not just on natural ecosystems worldwide, but on daily human life. We are currently on pace towards a temperature increase of 4°C or more this century, while scientists and policymakers propose targets of just 1-2°C to avoid the total destruction of the planet.\xa0\r\n\r\nIn this course, learn solutions to mitigate the effects of the global greenhouse gas emissions causing temperature rise, and how to apply these solutions in different national contexts improvements.']"
6,['Age of Sustainable Development'],"['Sustainable development is the most urgent challenge facing humanity. Its fundamental question is: How can the world economy continue to develop in a way that is socially inclusive and environmentally sustainable? This course provides a broad overview of the interactions between the economy and our environment and humanity, from the constraints of finite resources, to the activities that drive climate change, to equality for all.\r\n\r\nJoin us for this introduction to the tenets of sustainable development, developed by experts on the latest in the social, policy and physical sciences.']"
