Course_Name,Course_Description,Course_Keywords_List
十七和十八世纪欧洲的书籍历史,"《跨越时空的历史》一书中的这一模块将重点讲述书籍的物理特性、书籍在17－18世纪时法国的所起到的作用以及文学以现代文化的形式出现的内容。

我们将关注书籍作为一种物品和文学的原材料－即纸张的重要性。通过对纸张的性质以及近代早期（从古登堡时代到19世纪早期）造纸方法的介绍，我们可以了解书籍的特性及其作用。

这一模块中也将介绍在17－18世纪的旧体制下，当法国设定了标准并为整个欧洲所效仿时，书籍如何与法国的法律和政治体系相配合。在实行现代版权制度以前，法律书籍由国王授予了特权，保证了书籍的质量和正统思想的认证。为了有资格获得特权，必须由审查人员对书籍进行核准。未经审查的书籍，包括启蒙运动中的多数著作，通常都在法国以外印制完成，并通过一个巨大的地下配送系统在王国范围内传播。

此外，这一模拟还将对以现代文化形式出现的文学进行介绍，18世纪的英国是最佳学习案例。第一部版权法（1710年）、识字率的提高、消费市场的蓬勃发展、提前发育的期刊业以及创业出版业，这些都集中出现在英国，导致了独立作者这种新的作家类型的出现。塞缪尔·约翰逊就是这种新现象的代表人物。这一模块将通过介绍哈佛大学霍夫顿图书馆海德藏书中约翰逊的著作及纸张，使学员们可以详细了解这一代表人物及其所代表的现象。

HarvardX致力于对学习科学的研究工作。注册成为HX课程的在线学员，将可以参与这一研究过程。要了解更多详情，请参见我们的研究说明。","['harvardx', 'hx', '一个', '一书', '一种', '世纪', '为了', '书籍', '了解', '人员', '人物', '介绍', '代表', '以前', '以及', '以外', '传播', '体制', '体系', '作为', '作家', '作用', '作者', '保证', '关注', '内容', '出版业', '出现', '创业', '制度', '包括', '印制', '历史', '原材料', '参与', '参见', '及其', '发育', '古登堡', '可以', '启蒙运动', '哈佛大学', '国王', '图书馆', '在线', '地下', '塞缪尔', '多数', '如何', '学习', '学员', '完成', '实行', '审查', '导致', '就是', '工作', '巨大', '形式', '必须', '性质', '成为', '我们', '授予', '提前', '提高', '政治', '效仿', '整个', '文化', '文学', '方法', '早期', '时代', '时空', '最佳', '期刊', '未经审查', '标准', '核准', '案例', '模块', '模拟', '欧洲', '正统思想', '此外', '法国', '法律', '注册', '海德', '消费市场', '版权', '版权法', '物品', '物理', '特性', '特权', '独立', '王国', '现代', '现象', '相配合', '研究', '科学', '第一部', '类型', '系统', '约翰逊', '纸张', '致力于', '英国', '范围', '获得', '著作', '蓬勃发展', '藏书', '认证', '讲述', '设定', '识字率', '详情', '详细', '说明', '课程', '质量', '资格', '起到', '跨越', '过程', '近代', '这一', '这些', '这种', '进行', '通常', '通过', '造纸', '配送', '重点', '重要性', '集中', '霍夫顿']"
西欧、亚洲和中东（1450-1650）的印刷本和手稿,"印刷，或用机械方式复制文本和图像的能力，被誉为一种影响深远的技术。但是这项技术不只采用一种形式，且发源于不只一种历史背景。

在《跨越时空的历史》一书中的这一模块中，学员们可以了解欧洲十五世纪中叶时早期的印刷书籍以中世纪的手抄本为模板，但是不久就形成了新的惯例，并一直保留至今，为我们所熟知。这一模块也将对东亚的雕版印刷术和活字印刷术以及后期伊斯兰国家手抄本制作的统治地位进行探讨。

在这一模块的前几个单元中，我们将1470-1700年间主要产自于欧洲的手抄本和印刷书籍进行了对比，可以看到布局、格式、方法、材料和制作经济性的连续性和差异性。我们也将对插图书籍和书籍中的手写标注案例进行讲解，包括读者在边缘上所做的注释以及审查人员所做的标示。

这一模块中用两个较短的单元重点介绍了东亚，尤其是中国以雕版印刷术为主要特色的印刷技术，以及中东地区，尤其是土耳其一直延续至1800年的充满活力的手抄本文化。这个模块简述了1800年前书籍印刷的3种背景和技术。


每个单元都有哈佛大学图书馆的稀有的手抄本和印刷书籍，学员们可以在课件范围内或自行深入挖掘其中的含义。","['一书', '一直', '一种', '不久', '东亚', '两个', '中世纪', '中东地区', '中叶', '中国', '主要', '书籍', '了解', '产自于', '人员', '介绍', '以及', '伊斯兰', '但是', '保留', '充满活力', '其中', '几个', '制作', '包括', '十五世纪', '单元', '印刷', '印刷技术', '印刷术', '历史', '历史背景', '发源', '可以', '后期', '含义', '哈佛大学', '国家', '图书馆', '图像', '土耳其', '地位', '复制', '学员', '审查', '对比', '尤其', '差异性', '布局', '年前', '年间', '延续', '形式', '形成', '影响', '惯例', '我们', '或用', '手写', '手抄本', '技术', '挖掘', '探讨', '插图', '文化', '文本', '方式', '方法', '早期', '时空', '机械', '材料', '标注', '标示', '格式', '案例', '模块', '模板', '欧洲', '每个', '注释', '活字印刷术', '深入', '深远', '熟知', '特色', '看到', '稀有', '简述', '经济性', '统治', '背景', '能力', '自行', '至今', '范围', '被誉为', '讲解', '读者', '课件', '跨越', '边缘', '这一', '这个', '这项', '进行', '连续性', '采用', '重点', '雕版']"
书本时代的卷轴,"本课程是对中世纪欧洲卷轴制作和使用的一个介绍。手抄本具有可携带性，可以方便地带到任何地方，因此在公元前4世纪后写作主流的书写介质，但卷轴依旧继续生产。卷轴为什么并且怎么样在手抄本盛行的年代，依旧受人民大众的欢迎？这个课程提出了四个主要原因，这四个原因对存在至今的卷轴种类做出了本质上的解释。我们将会仔细研究这些美丽的东西，来去理解那些选择卷轴作为他们文本方式的人的想法。
本模块由四个主要单元组成，每一个都是建立在一种卷轴制作原因之上的。
不定长度的卷轴
长格式的卷轴
仪式用和仿古的卷轴
可携带卷轴
在书籍盛行的年代，2014年春季在哈佛大学在霍顿图书馆举办的中世纪卷轴展览会上卷轴也成为了主角（霍顿图书馆是哈佛大学特殊收藏品的图书馆）。每个展览的卷轴都被哈佛大学的保护服务部门完全数字化，参与者将有机会用前所未有的方式与它们接触，那就是使用Mirador.（一个哈佛大学和斯坦福大学共同开发的一种先进的网络程序），

这是系列书籍 《书：跨越时间空间的历史》的一个模块。","['mirador', '一个', '一种', '不定', '世纪', '东西', '中世纪', '为什么', '主流', '主要', '主角', '举办', '之上', '书写', '书籍', '人民大众', '介绍', '介质', '仔细', '他们', '仪式', '任何', '仿古', '作为', '使用', '依旧', '保护', '做出', '先进', '公元前', '共同开发', '具有', '写作', '制作', '前所未有', '单元', '卷轴', '历史', '原因', '参与者', '可以', '哈佛大学', '四个', '因此', '图书馆', '地带', '地方', '存在', '它们', '完全', '将会', '就是', '展览', '展览会', '年代', '并且', '建立', '怎么样', '想法', '成为', '我们', '手抄本', '接触', '提出', '携带', '收藏品', '数字化', '文本', '斯坦福大学', '方便', '方式', '时间', '春季', '服务', '本质', '机会', '格式', '模块', '欢迎', '欧洲', '每个', '特殊', '理解', '生产', '盛行', '研究', '种类', '程序', '空间', '系列', '组成', '继续', '网络', '美丽', '至今', '解释', '课程', '跨越', '这个', '这些', '这是', '选择', '那些', '部门', '长度', '霍顿']"
中世纪手稿的制作与意义,"随着书籍“走向数字化”，我们可以从便利性、可访问性及互联性方面欣赏我们获得了什么。但我们还应该思考当文本过渡到数字领域时失去什么。
本模块《书籍：跨越时空的历史》试图让学习者再次概况地了解古抄本——一种手写、手工编订的书籍这个三维物体。该三维物体的特性在读者体验中才有意义。
本模块是带您走入中世纪手抄本的制作过程而设计的。通过从哈佛大学霍顿图书馆藏书中选用了各种范例，它让您清楚了解了一些基本术语和概念，让您对形状、大小、格式、资料以及对工艺的认识有了“感觉”。正如我们所知道的，工艺已进入书籍的制作过程。
在整个中世纪，创作和意义直接都有密切的关系。法律像用于吸引多个感官的可视物一样是有触觉的。在本手稿装饰本中，我们很难把文本和图片区分开；更确切地说，书信以意象形式来呈现，形象表现为书信的形式。
编辑者对材料的相互影响很敏感，包括从羊皮纸书页到保护内容所用的木板。每个因素都会决定读者和书籍的相互作用。编书需要重大的物质投资。制作过程既辛苦又漫长，其中还有许多单独的阶段，需要许多工匠。
书籍带有各种不同的仪式、礼拜、祷告、教育和实践背景，其中每项又对书籍形式和内容的描述和感受有重要影响。
哈佛大学开设了学习科学。注册哈佛大学课程的在线学习者，您还可以参与学习研究。要了解更多信息，请阅读我们的研究声明。","['一些', '一样', '一种', '三维', '不同', '中世纪', '中才', '书信', '书籍', '书页', '了解', '互联', '什么', '以及', '仪式', '体验', '便利性', '保护', '信息', '关系', '其中', '内容', '再次', '决定', '创作', '制作', '包括', '区分', '单独', '历史', '参与', '可以', '可视', '各种', '吸引', '呈现', '哈佛大学', '因素', '图书馆', '图片', '在线', '地说', '基本', '声明', '多个', '大小', '失去', '学习', '学习者', '实践', '密切', '工匠', '工艺', '带有', '应该', '开设', '形式', '形状', '形象', '影响', '很难', '思考', '性及', '意义', '意象', '感受', '感官', '感觉', '我们', '所用', '手写', '手工', '手抄本', '手稿', '抄本', '投资', '描述', '敏感', '教育', '数字', '数字化', '整个', '文本', '方面', '时空', '木板', '本中', '术语', '材料', '格式', '概况', '概念', '模块', '欣赏', '正如', '每个', '每项', '法律', '注册', '清楚', '漫长', '物体', '物质', '特性', '用于', '直接', '相互作用', '相互影响', '知道', '研究', '确切', '礼拜', '祷告', '科学', '编书', '编订', '编辑者', '羊皮纸', '背景', '范例', '获得', '藏书', '表现', '装饰', '触觉', '认识', '许多', '设计', '访问', '试图', '读者', '课程', '资料', '走入', '走向', '跨越', '辛苦', '过渡', '过程', '还有', '这个', '进入', '选用', '通过', '重大', '重要', '阅读', '阶段', '随着', '需要', '霍顿', '领域']"
医疗保健创新,"医疗质量、途径和花费问题困扰着所有的国家。本门课程将探索如何创造成功的全球医疗保健方面的商业创新，从而更好地满足消费者和社会的需求。最后，你将会学到如何进行机会评估并了解可行的医疗商业模型所必须的因素。

IHC是一个能为参与者和其他对如何提高健康保障有兴趣的人群提供认识和交流的平台。通过案例分析和对“医疗保障框架创新”的应用，这门课将着重分析和加工医疗保健创业商业模型，这个模型重点关注塑造新医疗保健集团的六个因素：资金、结构、公共政策、消费者、技术和公众责任。IHC在三个不同的创新方面讨论了这些因素在商业模型上的影响，这些方面包括消费者导向、技术驱动和规模整合。","['ihc', '一个', '三个', '不同', '了解', '交流', '人群', '从而', '保障', '健康', '全球', '公众', '公共政策', '六个', '关注', '兴趣', '其他', '分析', '创业', '创新', '创造', '加工', '包括', '医疗', '医疗保健', '医疗保障', '参与者', '可行', '商业', '因素', '困扰', '国家', '塑造', '如何', '学到', '导向', '平台', '应用', '影响', '必须', '成功', '所有', '技术', '探索', '提供', '提高', '整合', '方面', '更好', '最后', '本门', '机会', '框架', '案例', '模型', '消费者', '满足', '着重', '社会', '结构', '能为', '花费', '规模', '认识', '讨论', '评估', '课程', '责任', '质量', '资金', '这个', '这些', '这门', '进行', '途径', '通过', '重点', '问题', '集团', '需求', '驱动']"
亚洲乡土建筑： 传统，现代与文化的可持续发展,"我们要如何应对乡土建筑面临的挑战和威胁，并确保乡土建筑在这个现代城市化的世界中持续存在？这就是我们在本课程中将努力解决的关键问题。
本建筑课程将带领你理解和欣赏我们日常建筑环境的价值。前两个单元，我们将探索农村乡土建筑的深层社会文化意义，并了解城市乡土建筑和从农村移居到城市的人们面临的挑战；第三单元，我们将专注于亚洲几大城市中，我们所谓的“非正式定居点”；最后两个单元，我们将探索与乡土建筑当前形势和未来发展相关的几个问题，例如：我们如何保护和维持我们的乡土文化遗产？我们如何平衡传统与现代性和独创性？我们也将放眼未来，讨论乡土建筑领域可能会往哪个方向演变，在未来几年可能会有怎样的发展。最后，本为期5周的课程旨在帮助你在乡土建筑领域更复杂或甚至相互矛盾的问题上形成自己的见解，便于你在涉及你本地乡土环境的保护和保持方面做出明智的决定。特别说明：本课程可独立于“亚洲乡土建筑研究（第一部分）”，单独选修。","['专注', '世界', '两个', '中将', '为期', '乡土', '乡土建筑', '了解', '亚洲', '人们', '价值', '会往', '传统', '例如', '便于', '保护', '保持', '做出', '关键问题', '农村', '决定', '几个', '几年', '努力', '单元', '单独', '发展', '可能', '哪个', '城市', '城市化', '复杂', '大城市', '如何', '威胁', '存在', '定居点', '就是', '带领', '帮助', '平衡', '应对', '建筑', '当前', '形势', '形成', '怎样', '意义', '我们', '所谓', '持续', '挑战', '探索', '放眼', '文化', '文化遗产', '方向', '方面', '日常', '旨在', '明智', '最后', '未来', '本地', '欣赏', '涉及', '深层', '演变', '特别', '独创性', '独立', '环境', '现代', '现代性', '理解', '甚至', '相互', '相关', '矛盾', '研究', '确保', '社会', '移居', '第一', '第三', '维持', '自己', '见解', '解决', '讨论', '说明', '课程', '这个', '选修', '部分', '问题', '非正式', '面临', '领域']"
系统观点下的通信：从信号到数据包（第三部分）,你是否曾好奇，信息是如何用手机或者是一个WIFI热点发送出去的？在这门课中你将理解这些基础工程工具和在设计这些通信系统中做出的取舍 。本课程分为三部分，在第一部分，我们测试点到点的连接，它使用一端发射一端接收的方式交流信息。第二部分测试了多路发射机是如何能共享同一个物理频道的。第三部分，讨论信息如何能够安全的在连接多个站点的整个网络中从一个站点到另一个站点发射出去。这里有在线互动练习来帮你构建直觉。 这个课程推出并建立在麻省理工学院的课程6.02数字通信系统上， Bertram Shi教授在他2009年学术休假间工作于此。,"['bertram', 'shi', 'wifi', '一个', '一端', '互动', '交流信息', '休假', '使用', '信息', '做出', '共享', '出去', '分为', '发射', '发射机', '发送', '取舍', '同一个', '在线', '基础', '多个', '多路', '好奇', '如何', '学术', '安全', '工作', '工具', '工程', '建立', '我们', '或者', '手机', '接收', '推出', '教授', '数字通信', '整个', '方式', '是否', '构建', '测试', '点到点', '热点', '物理', '理解', '直觉', '站点', '第一', '第三', '第二', '系统', '练习', '网络', '能够', '讨论', '设计', '课中', '课程', '这个', '这些', '这里', '这门', '连接', '通信', '部分', '频道', '麻省理工学院']"
系统观点下的通信：从信号到数据包（第一部分）,你有没有想过手机或无线热点是如何传递信息的？这门基础课程旨在帮你了解人们使用的基础工程工具和这些通讯系统设计中的权衡取舍。这门课程共由三个部分。在第一个部分中，我们研究点到点通信技术，即从单一发射器到单一接收器的信息传递技术；第二部分研究多发射器共用同一物理通道的方式；第三部分，我们研究从某一基站发出的信息通过连接多个基站的网络进行可靠传输的方式。课程还包括线上互动练习，帮助提高你的感知能力。这门课程源于麻省理工学院网上公开课：6.02数字通信系统，这也是施毅明教授自2009年休假以来的研究。,"['三个', '了解', '互动', '人们', '以来', '传输', '传递', '传递信息', '使用', '信息', '公开课', '共用', '包括', '单一', '发出', '发射器', '取舍', '可靠', '同一', '基础', '基站', '多个', '如何', '工具', '工程', '帮助', '年休假', '想过', '感知', '我们', '手机', '技术', '接收器', '提高', '教授', '数字通信', '方式', '施毅明', '无线', '旨在', '有没有', '权衡', '源于', '点到点', '热点', '物理', '研究', '第一个', '第三', '第二', '系统', '线上', '练习', '网上', '网络', '能力', '设计', '课程', '这些', '这门', '进行', '连接', '通信', '通讯', '通过', '通道', '部分', '麻省理工学院']"
安卓平台移动应用开发导论,"你是否曾经思考过你所喜爱的手机应用是怎么开发出来的？
和我们一起学习如何利用安卓平台开发手机应用的课程吧。在课程中我们将学习使用安卓应用综合开发环境软件Android Studio。本课程适合有编程基础的学生。课程将介绍有关安卓平台、安卓应用组件的基础知识，包括：活跃性和生命周期、UI设计、多媒体、适用于安卓的2D图形以及网络支持。
课程内容如下：
安卓平台与Android Studio IDE
安卓系统组件、活跃性和生命周期、意图
UI设计：小工具与布局、用户界面事件、事件检测
2D图形：画布/全局画板
多媒体：声音回放与视频播放器
网络支持：异步任务， HttpURLConnection","['2d', 'android', 'httpurlconnection', 'ide', 'studio', 'ui', '一起', '事件', '于安卓', '介绍', '以及', '任务', '使用', '全局', '出来', '利用', '包括', '喜爱', '回放', '图形', '基础', '基础知识', '声音', '多媒体', '如下', '如何', '学习', '学生', '安卓', '工具', '布局', '平台', '应用', '开发', '异步', '怎么', '思考', '意图', '我们', '手机', '播放器', '支持', '是否', '曾经', '有关', '检测', '活跃性', '环境', '生命周期', '用户界面', '画布', '画板', '系统', '组件', '综合', '编程', '网络', '视频', '设计', '课程', '课程内容', '软件', '适合', '适用']"
Java编程概论——第二部分,"你想成为更好的问题解决者吗？
这门Java课将通过提出问题和使用面向对象框架让你充分了解Java编程和数据抽象的基本要素。俗话说，“一张图片胜过千言万语。”这门课会使用样例，如照片或者图像，来阐述一些重要的概念，以促进理解和记忆。你将学习在集成开发环境中使用变量、阵列、控制语句、循环、递归、数据抽象和对象编写程序式程序。
这门课包含两期课程，每期五周。
第一部分介绍编程的基本原则。
解决问题
原始数据类型和算术表达式
面向对象的编程基础
分支和循环
阵列
第二部分包含以下话题。
字符串处理
文件I/O
简易事件驱动编程
递归
抽象数据类型","['java', '一些', '一张', '两期', '了解', '事件驱动', '五周', '介绍', '以下', '使用', '促进', '俗话说', '充分', '分支', '包含', '千言万语', '原则', '原始数据', '变量', '图像', '图片', '基本', '基本要素', '基础', '处理', '字符串', '学习', '对象', '开发', '循环', '成为', '或者', '抽象数据类型', '控制', '提出', '数据抽象', '文件', '更好', '样例', '框架', '概念', '每期', '照片', '环境', '理解', '程序', '第一', '第二', '简易', '算术', '类型', '编写程序', '编程', '胜过', '表达式', '解决', '解决问题', '记忆', '话题', '语句', '课会', '课程', '这门', '递归', '通过', '部分', '重要', '问题', '阐述', '阵列', '集成', '面向对象']"
Java编程概论——第一部分,"你想成为更好的问题解决者吗？
这门Java课将通过提出问题和使用面向对象框架让你充分了解Java编程和数据抽象的基本要素。俗话说，“一张图片胜过千言万语。”这门课会使用样例，如照片或者图像，来阐述一些重要的概念，以促进理解和记忆。你将学习在集成开发环境中使用变量、阵列、控制语句、循环、递归、数据抽象和对象编写程序式程序。
这门课包含两期课程，每期五周。
第一部分介绍编程的基本原则：
解决问题
原始数据类型和算术表达式
面向对象的编程基础
分支和循环
阵列
第二部分包含以下内容：
字符串处理
文件I/O
简易事件驱动编程
递归
抽象数据类型","['java', '一些', '一张', '两期', '了解', '事件驱动', '五周', '介绍', '以下内容', '使用', '促进', '俗话说', '充分', '分支', '包含', '千言万语', '原则', '原始数据', '变量', '图像', '图片', '基本', '基本要素', '基础', '处理', '字符串', '学习', '对象', '开发', '循环', '成为', '或者', '抽象数据类型', '控制', '提出', '数据抽象', '文件', '更好', '样例', '框架', '概念', '每期', '照片', '环境', '理解', '程序', '第一', '第二', '简易', '算术', '类型', '编写程序', '编程', '胜过', '表达式', '解决', '解决问题', '记忆', '语句', '课会', '课程', '这门', '递归', '通过', '部分', '重要', '问题', '阐述', '阵列', '集成', '面向对象']"
亚洲求职英语：工作申请、简历、求职信,"“English@Work in Asia”，是一系列共两套以亚洲为背景、有关英语运用及求职技巧的教学课程。课程对象为将投身社会的大学生,或有意继续发展事业的在职人士。 报读后,学生可在网站透过各式教材，包括英语教学影片、名人访问短片、英语写作教材及网上练习等，学习交流，费用全免。
你将学到：
• 如何在求职时展现领导能力及创意
• 如何以英语写出出类拔萃的履历
•求职信写作技巧
•如何透过网上各种平台（如 “LinkedIn” ）创建个人网上档案
 
课程章节：
 
第一周: 展现领导能力及创意
从各行业领袖级专家的角度理解何谓“领导才能”和“创意”，及其重要性；学习申请应征前应作的准备；加强英语词汇、以更专业语言技巧突显你的能力与强项。
 
第二周: 撰写出类拔萃的英语履历
掌握必须包括在履历表里的重点，和该避免的事项；用各种方式组织履历内容；挑选最合适的“推介人”；学习实用的行动动词 和 求职流行语。
 
第三周: 掌握求职信写作技巧
倾听专业人士及前线招聘者的意见，学习如何运用平衡句式、正确词态和语调写出能为你的履历加分的求职信。
 
第四周: 创建个人网上档案
认识网上各种平台（如 “LinkedIn” ）的具体运用、创建个人网上档案，开辟加强人际网络和事业机遇。","['asia', 'english', 'in', 'linkedin', 'work', '一系列', '专业', '专业人士', '专家', '两套', '个人', '事业', '事项', '亚洲', '交流', '人士', '人际', '何谓', '倾听', '全免', '具体', '内容', '写作', '写作技巧', '写出', '准备', '出类拔萃', '创建', '创意', '前应作', '前线', '加分', '加强', '动词', '包括', '及其', '发展', '句式', '各式', '各种', '名人', '四周', '在职', '大学生', '如何', '学习', '学到', '学生', '实用', '对象', '展现', '履历', '履历表', '平台', '平衡', '应征', '开辟', '强项', '影片', '必须', '意见', '才能', '技巧', '投身', '招聘者', '挑选', '掌握', '推介', '撰写', '教学', '教材', '方式', '最合适', '有关', '有意', '机遇', '档案', '正确', '求职', '求职信', '流行语', '理解', '申请', '短片', '社会', '突显', '章节', '第一周', '第三周', '第二周', '练习', '组织', '继续', '网上', '网站', '网络', '背景', '能力', '英语', '英语教学', '英语词汇', '行业', '行动', '角度', '认识', '访问', '词态', '语言', '语调', '读后', '课程', '费用', '运用', '透过', '避免', '重点', '重要性', '领导', '领袖']"
亚洲求职英语：求职面试准备,"“English@Work in Asia”，是一系列共两套以亚洲为背景、有关英语运用及求职技巧的教学课程。课程对象为将投身社会的大学生,或有意继续发展事业的在职人士。 报读后,学生可在网站透过各式教材，包括英语教学影片、名人访问短片、英语写作教材及网上练习等，学习交流，费用全免。
你将学到：
• 如何预测面试题目，以作最佳准备
• 如何以英语应对棘手面试问题
• 何谓合适面试着装
• 各种网上面试技巧
 
课程章节：
 
第一周: 预测面试题目，以作最佳准备
应如何为面试做准备；知己知彼、更全面的掌握公司资讯；有效运用英语词汇和组织技巧表达“内在技能”和“外在技能”。

第二周: 面试对答
聆听专家意见,了解如何更有效的应对常见面试题目,避免面试易犯错误;留意英语口语声调,令对答更流畅、表现自信。 

第三周: 应对棘手面试问题
灵活运用答题技巧, 强调重点字词,面对难度最高的面试题目作出得体应答。 

第四周: 面试结束技巧、面试后须知,及网上面试
准备面试结束前应问问题;学习面试完成后的跟进技巧;了解参与网上面试应注意事项。","['asia', 'english', 'in', 'work', '一系列', '专家', '两套', '了解', '事业', '亚洲', '交流', '人士', '以作', '何谓', '作出', '全免', '全面', '公司', '内在', '写作', '准备', '前应', '包括', '参与', '发展', '各式', '各种', '合适', '名人', '四周', '在职', '声调', '大学生', '如何', '字词', '学习', '学到', '学生', '完成', '对答', '对象', '常见', '应对', '应答', '强调', '影片', '得体', '意见', '技巧', '技能', '投身', '掌握', '教学', '教材', '易犯', '最佳', '最高', '有关', '有意', '有效', '棘手', '求职', '注意事项', '流畅', '灵活运用', '留意', '着装', '知己知彼', '短片', '社会', '章节', '第一周', '第三周', '第二周', '答题', '练习', '组织', '结束', '继续', '网上', '网站', '聆听', '背景', '自信', '英语', '英语口语', '英语教学', '英语词汇', '表现', '表达', '访问', '读后', '课程', '费用', '资讯', '跟进', '运用', '透过', '避免', '重点', '错误', '问题', '难度', '面对', '面试', '须知', '预测', '题目']"
人体解剖学,"人体解剖学不仅是每一位医疗专业人员必备的基础，人体科学的知识和中风对身体的影响也跟我们日常的生活息息相关。本课程运用真实的中风案例，从六个医疗专业的角度（护理学丶医疗化验科学丶职业治疗学丶眼科视光学丶物理治疗及放射学课），带领大家探索人体结构，学习基础解剖学并了解中风对人体的影响。

课程结构

单元一：
以微电影方式展现真实的中风案例，配合医生撰写的临床总结和中风康复者的个人访问，全面了解中风对病人身体和生活上的影响。

单元二：
详细讲解与中风相关的基础人体解剖学知识，包括：人体主要系统的器官丶解剖定位丶骨胳肌肉系统丶神经系统丶特殊感觉丶心血管系统与肺部系统。

单元三：
六位海外客席教授总结课程，并以六个视频展现护理学丶医疗化验科学丶职业治疗学丶眼科视光学丶物理治疗及放射学课如何携手处理中风案例。

你将学到：

● 中风对人体的影响
● 总体和组织层面的人体系统解剖知识
● 医疗学科综合体系为中风病人提供的治疗服务
● 临床操作应用的相关解剖学知识

备注：课程将以英语授课，视频配以英语字幕。","['一位', '不仅', '专业', '个人', '中风', '中风病', '临床', '主要', '了解', '人体', '人体科学', '人员', '以微', '体系', '光学', '全面', '六个', '六位', '包括', '化验', '医生', '医疗', '单元', '器官', '基础', '处理', '备注', '大家', '如何', '字幕', '学习', '学到', '学科', '定位', '客席', '层面', '展现', '带领', '应用', '康复者', '影响', '心血管', '必备', '总体', '总结', '息息相关', '感觉', '我们', '护理学', '授课', '探索', '提供', '携手', '撰写', '操作', '放射学', '教授', '方式', '日常', '服务', '案例', '治疗', '治疗学', '海外', '物理', '特殊', '生活', '电影', '病人', '相关', '真实', '眼科', '知识', '神经系统', '科学', '系统', '组织', '结构', '结构单元', '综合', '职业', '肌肉', '肺部', '英语', '视频', '角度', '解剖', '解剖学', '讲解', '访问', '详细', '课程', '身体', '运用', '配以', '配合']"
生物伦理学简介,"我们是否应该克隆人类？我们应该看待即将到来的基因革命？在死亡方式和存活时间方面，我们应该具有多强的控制力？从什么时候医疗保健开始转向医疗强健，我们是否应该关心这个问题？配给制保健是好是坏、是否有必要存在，或者以上兼而有之？

本课程将探讨医药、保健、生物技术领域中的基本道德问题。探究那些头条新闻和极端争论的背后原因，与他人一道深入且公开地思考这些问题。有些问题和生命一般古老：比如疾病的脆弱性和死亡的事实。有些则是由于技术的飞速发展所带来了的崭新问题，它们能够动摇我们对于人类本性以及人类在世界所处地位的核心理念。这些新旧问题几乎都将关乎种族和性别平等，并与那些影响世界上最为脆弱的人口群体的政策息息相关。

本课程旨在向学生介绍生物伦理学的定义、核心概念以及技能的一系列问题。本课程将吸引本科生、医疗保健专业人士，政策制定者以及对哲学或伦理感兴趣的人士。","['一系列', '一般', '一道', '专业人士', '世界', '争论', '事实', '人口', '人士', '人类', '什么', '介绍', '他人', '以上', '以及', '伦理', '伦理学', '保健', '克隆', '公开', '关乎', '关心', '具有', '兼而有之', '几乎', '到来', '制定者', '动摇', '医疗', '医疗保健', '医药', '即将', '原因', '古老', '吸引', '哲学', '地位', '基因', '基本', '多强', '头条新闻', '存在', '存活', '学生', '它们', '定义', '对于', '崭新', '带来', '平等', '应该', '开始', '强健', '影响', '必要', '思考', '性别', '息息相关', '感兴趣', '我们', '或者', '技术', '技能', '探究', '探讨', '控制力', '政策', '新旧', '方式', '方面', '旨在', '时候', '时间', '是否', '最为', '有些', '本性', '本科生', '极端', '核心', '核心理念', '概念', '死亡', '比如', '深入', '生命', '生物', '由于', '疾病', '看待', '种族', '群体', '背后', '能够', '脆弱', '脆弱性', '课程', '转向', '这个', '这些', '道德', '那些', '配给制', '问题', '革命', '领域', '飞速发展']"
个人化的基因医学,"正当基因学的进步将在医学实践领域开启一个全新的时代，并将在病人护理领域创造一个重大的范式转移时，基因体医学在伦理道德、法律以及社会方面的影响也同等重要。基因学发现的信息和实际应用不再仅仅是科学家和医学专家所研究的课题，而成为了全体大众关注的问题。几乎每天都会有媒体报道与基因有关的故事。学习这门课程后，学生将更好地理解基因学领域，熟悉各种网上数据库和资源，并将理解和鉴别与应用个人基因信息有关的医学、社会、伦理道德和法律问题。

考虑到主题的多样性以及学习中所要涉及到的专业知识，该课程是一门特殊的跨学科课程，涵盖了不同学科，教学中会涉及包括遗传学、计算科学、生物信息学、遗传咨询、生物伦理学、法学和商务等众多学科。我们邀请了来自乔治城大学各个学院以及其他机构的专家们来教授这门综合性的网上基因体学课程。

要想了解更多关于每周课题的详细信息，请查看课程大纲。","['一个', '一门', '不再', '不同', '专业知识', '专家', '个人', '中所要', '主题', '乔治城', '了解', '仅仅', '以及', '众多', '伦理学', '伦理道德', '体学', '信息', '信息学', '全体', '全新', '关于', '关注', '其他', '几乎', '创造', '包括', '医学', '医学专家', '发现', '各个', '各种', '同等', '咨询', '商务', '基因', '基因学', '多样性', '大众', '大学', '大纲', '媒体报道', '学习', '学生', '学科', '学院', '实践', '实际', '应用', '开启', '影响', '成为', '我们', '护理', '故事', '教学', '教授', '数据库', '方面', '时代', '更好', '有关', '机构', '来自', '查看', '正当', '每周', '每天', '法学', '法律', '涉及', '涵盖', '熟悉', '特殊', '理解', '生物', '病人', '研究', '社会', '科学', '科学家', '综合性', '网上', '考虑', '范式', '计算', '详细信息', '课程', '课题', '资源', '跨学科', '转移', '这门', '进步', '遗传', '遗传学', '邀请', '重大', '重要', '鉴别', '问题', '领域']"
